id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51592,Central City Warehouse Apartment,190879,Michelle,,Melbourne,-37.81266,144.96313,Entire home/apt,259,2,325,2022-02-21,2.42,1,277,52,
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82127,144.99408,Entire home/apt,94,3,70,2020-03-14,0.52,10,0,0,
67211,"Kew Tranquility, Melbourne",326880,Kate,,Boroondara,-37.80347,145.03583,Private room,45,2,182,2022-03-02,1.35,1,355,8,
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne",347754,Wendy,,Yarra,-37.78975,145.00469,Entire home/apt,180,2,1,2016-01-10,0.01,1,354,0,
70004,King Single in Beautiful House,193031,Vicki,,Frankston,-38.14931,145.1419,Private room,69,3,36,2022-03-05,0.37,7,78,1,
72576,Stunning Fitzroy +private bathroom 'Little George',376675,Ramona,,Yarra,-37.80737,144.98054,Private room,100,2,544,2021-05-24,4.09,2,28,9,
74324,Tamerlane: Architect-designed luxury living,390761,Matt,,Yarra,-37.80415,144.97803,Entire home/apt,396,3,69,2021-12-17,0.83,1,315,2,
74959,Blissful Beachside Port Melbourne Warehouse,395864,Linda,,Port Phillip,-37.84098,144.9364,Private room,90,2,108,2020-01-26,0.82,1,36,0,
78143,2 bedrooms-ideal for friends/family in quiet area,419767,Julie,,Stonnington,-37.85162,144.98943,Private room,80,2,156,2022-03-05,1.19,1,335,9,
80986,Richmond CENTRAL PARK EDGE 1BR+WIFI,50121,The A2C Team,,Yarra,-37.81541,145.00157,Entire home/apt,84,3,80,2020-03-24,0.63,10,0,0,
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays",246509,Fiona,,Glen Eira,-37.87142,145.00785,Entire home/apt,150,21,10,2021-03-05,0.19,1,219,0,
103952,Spacious & Sunny 1BR with Tennis Court & Pool,541584,Felicity,,Port Phillip,-37.83196,144.96959,Entire home/apt,125,7,6,2015-04-06,0.05,1,341,0,
108032,Studio apartment on Collins Street,559227,Malcolm,,Melbourne,-37.81595,144.96606,Entire home/apt,165,2,263,2022-02-06,2.01,1,325,8,
120487,Garden Bungalow with the Possums,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,96,3,87,2021-08-24,0.69,2,298,6,
133617,Life style on the Beach 豪华的海边生活,646383,Hannah,,Port Phillip,-37.84298,144.94148,Private room,90,3,14,2020-03-01,0.11,1,166,0,
136510,Private Room,668249,Shirley,,Moonee Valley,-37.78133,144.93863,Private room,48,1,10,2018-09-23,0.19,1,0,0,
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!",376675,Ramona,,Yarra,-37.80518,144.9805,Private room,90,2,581,2021-05-08,4.49,2,29,2,
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90605,145.35069,Entire home/apt,160,1,47,2022-03-01,0.37,2,307,6,
161033,Healesville Yarra Valley Cottage,770883,Karen,,Yarra Ranges,-37.63282,145.49766,Entire home/apt,95,2,251,2022-03-06,1.96,1,106,12,
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin",772011,Alice,,Banyule,-37.75773,145.03833,Entire home/apt,146,4,48,2022-02-16,0.89,1,36,15,
163077,Elwood CHIC 1BR+WALK TO VILLAGE+WIFI,50121,The A2C Team,,Port Phillip,-37.8786,144.9913,Entire home/apt,89,3,59,2020-03-29,0.46,10,0,0,
173426,Beautiful Northcote home with heart -close to city,804527,Tania,,Darebin,-37.76434,144.98624,Private room,40,1,18,2020-01-23,0.14,1,0,0,
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,182833,Diana,,Darebin,-37.69879,145.00193,Private room,35,2,1,2017-05-07,0.02,2,0,0,
210568,"Carnarvon, Armadale/St KldaE/Caulfl",1038237,Ian,,Glen Eira,-37.86717,145.02877,Private room,60,3,22,2019-09-26,0.17,2,0,0,
213348,Large room in quiet Victorian home,689924,Adrian,,Port Phillip,-37.8587,144.98785,Private room,90,3,3,2018-03-25,0.05,1,365,0,
214565,Warm and inviting cottage in the North East,1107678,Helen,,Banyule,-37.7137,145.1238,Private room,40,1,0,,,1,0,0,
229430,ROOM IN MODERN TOWNHOUSE Melbourne,1198300,Daniela,,Boroondara,-37.8317,145.04922,Private room,49,2,23,2015-04-25,0.18,1,67,0,
230790,Clarelee - Belgrave Accommodation,1197236,Clarelee,,Yarra Ranges,-37.90514,145.35261,Entire home/apt,564,2,81,2022-01-16,0.89,2,304,4,
232088,VERY QUIET  2 Bedrooms  2 Bathrooms BIG Kitchen,1214242,Mal,,Moreland,-37.71096,144.9518,Entire home/apt,149,2,21,2020-03-08,0.17,8,251,0,
232812,Parkland apartment on edge of CBD,950667,Rosemary,,Melbourne,-37.78398,144.9574,Entire home/apt,190,2,8,2018-02-28,0.06,1,0,0,
240410,Beautifully Appointed Apt - Central,1260586,Neil,,Melbourne,-37.80455,144.95113,Entire home/apt,135,2,86,2022-02-19,0.74,1,332,9,
244872,Cool spot near chapel st!,605990,Jenny,,Stonnington,-37.85068,145.00858,Private room,73,1,0,,,1,365,0,
244952,Treehouse apartment in Fitzroy,287730,Rebecca,,Yarra,-37.80428,144.97916,Entire home/apt,120,5,289,2021-11-06,2.29,1,105,7,
247140,Self Contained Apartment (CBD Edge),1296115,Fiona,,Melbourne,-37.81574,144.97683,Entire home/apt,225,3,84,2021-12-28,0.67,1,295,3,
248235,Gorgeous home with pool. Central location!!,1300846,Ayelet,,Glen Eira,-37.86543,145.01735,Entire home/apt,550,4,14,2021-01-09,0.13,1,62,0,
415272,"Great location! Easy access to CBD, Aus. Open.",228082,Mem,,Boroondara,-37.84503,145.05399,Private room,50,2,1,2019-05-11,0.03,1,0,0,
419490,Very Large 2 Bdrm Apt in Melbourne!,2068905,Victoria,,Moonee Valley,-37.7853,144.9271,Entire home/apt,150,7,3,2016-07-30,0.03,1,0,0,
438849,Grand Old Victorian Hawthorn Home,2180044,Ian,,Boroondara,-37.82334,145.05813,Entire home/apt,200,10,4,2017-12-30,0.04,1,0,0,
9835,Beautiful Room & House,33057,Manju,,Manningham,-37.77247,145.09232,Private room,60,1,4,2015-09-12,0.03,1,365,0,
10803,Room in Cool Deco Apartment in Brunswick East,38901,Lindsay,,Moreland,-37.76606,144.97951,Private room,28,4,145,2020-04-08,1.30,1,311,0,
12936,St Kilda 1BR+BEACHSIDE+BALCONY+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.85999,144.97662,Entire home/apt,95,3,42,2020-03-15,0.30,10,0,0,
33111,Million Dollar Views Over Melbourne,143550,Paul,,Melbourne,-37.82163,144.96672,Private room,1000,1,2,2012-01-27,0.02,1,325,0,
38271,Melbourne - Old Trafford Apartment,164193,Daryl & Dee,,Casey,-38.05725,145.33936,Entire home/apt,110,1,175,2022-02-23,1.27,1,311,19,
41836,CLOSE TO CITY & MELBOURNE AIRPORT,182833,Diana,,Darebin,-37.69729,145.00082,Private room,40,7,159,2018-08-22,1.15,2,0,0,
43429,Tranquil Javanese-Style Apartment in Oakleigh East,189684,Allan,,Monash,-37.8996,145.11447,Entire home/apt,100,2,223,2022-02-18,1.63,3,264,12,
44082,Queen Room in Beautiful House,193031,Vicki,,Frankston,-38.14932,145.14157,Private room,79,4,53,2022-01-31,0.39,7,51,2,
251354,Inner city Warehouse Garden of Eden,1318256,Elana,,Stonnington,-37.85925,145.02346,Entire home/apt,223,1,8,2020-12-04,0.07,1,85,0,
251965,Private room in Elwood,725136,Nathan,,Port Phillip,-37.87833,144.98824,Entire home/apt,240,1,0,,,1,0,0,
256186,Collingwood 2 bedrm Warehouse Apt,1344893,Hoang And Michael,,Yarra,-37.80237,144.9835,Entire home/apt,110,6,173,2022-02-06,1.40,1,308,15,
263871,In The Heart Of The City- Melbourne,1384456,Eliisa,,Melbourne,-37.8169,144.96057,Entire home/apt,131,7,44,2022-02-25,0.40,1,281,3,
268525,Home 20mins (CBD) near Box Hill (private home),1179603,Anita,,Whitehorse,-37.8129,145.14081,Private room,62,14,0,,,1,270,0,
268620,nice room,1407948,Richard,,Melton,-37.73994,144.73881,Private room,72,1,0,,,1,365,0,
268849,"Unique, Intimately Styled South Yarra Sanctuary",1408673,Little Journey,,Stonnington,-37.83663,144.99344,Entire home/apt,153,1,595,2022-02-19,4.77,1,16,39,
277605,Angelus Retreat @ Mount Dandenong,1448773,Margaret Jiin,,Yarra Ranges,-37.9056,145.39525,Entire home/apt,270,2,15,2022-01-10,0.12,2,362,1,
280698,Elwood SPACIOUS OPEN PLAN EXEC 2BR+PARKING+WIFI+AC,50121,The A2C Team,,Port Phillip,-37.87322,144.98937,Entire home/apt,169,3,62,2020-01-02,0.62,10,0,0,
283257,sunlit studio down a quiet laneway,1475619,Lulu,,Yarra,-37.80582,144.98078,Entire home/apt,140,3,129,2020-03-15,1.43,1,173,0,
284210,Fitzroyalty - stylish and central,1480426,Kate,,Yarra,-37.79951,144.97948,Entire home/apt,245,2,34,2020-03-15,0.35,1,0,0,
289467,The Suite @ Angelus Retreat,1448773,Margaret Jiin,,Yarra Ranges,-37.90546,145.39447,Entire home/apt,270,2,6,2021-12-28,0.07,2,365,1,
297350,"Best, west of Melbourne-Wifi & Spa1",1533260,Ryan,,Brimbank,-37.78374,144.75729,Private room,47,1,290,2022-03-04,2.35,7,343,10,
300679,Comfy room in Oakleigh South Melbourne,1505279,Julie,,Kingston,-37.94,145.09679,Private room,35,2,66,2021-05-07,0.55,1,281,2,
309093,Savour 180-Degree Urban Views at a Triple Level Loft,1349266,Adam + Caro,,Yarra,-37.81967,144.99957,Entire home/apt,245,2,24,2020-02-02,0.61,1,0,0,
313648,"(1) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.81362,144.98665,Entire home/apt,104,6,60,2022-02-27,0.49,5,37,13,
315513,"Best, west of Melbourne-Wifi & spa2",1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,100,2020-03-08,0.81,7,342,0,
317239,Inner City Home-6 stops by train to Melbourne CBD,1628602,Jacqueline,,Hobsons Bay,-37.82964,144.87163,Private room,95,3,0,,,1,365,0,
323280,Classic Victorian Armadale Home :) Victorian House,1608157,Fay,,Stonnington,-37.85996,145.02119,Private room,75,1,46,2019-01-23,0.38,3,365,0,
334891,Attractive room in leafy Deepdene,1705701,Veruschka,,Boroondara,-37.81288,145.06382,Private room,85,1,4,2019-02-23,0.05,1,365,0,
363060,SUNLIT Kitchen/Vegie Garden/CLEAN,1835097,Rovielle,,Wyndham,-37.84545,144.71638,Private room,70,3,0,,,1,365,0,
381690,Renovated Art Deco fully furnished,1914257,Shelly,,Port Phillip,-37.86226,144.99778,Entire home/apt,95,7,43,2022-01-29,0.38,1,322,5,
386252,"Room for rent, townhouse in Kew",381584,F,,Boroondara,-37.80873,145.03904,Shared room,100,30,0,,,1,364,0,
394600,Quiet one-bedroom apartment,485320,Julie,,Moreland,-37.76925,144.95275,Entire home/apt,115,2,265,2022-03-02,2.20,1,281,24,
405515,"PRIVATE UNIT Dble bed   Kitch, own bathroom",1214242,Mal,,Moreland,-37.71145,144.95273,Entire home/apt,89,2,5,2018-09-26,0.04,8,251,0,
438899,Uber-Cool Loft-South Melbourne-Wkly&Mthly Pricing,1777499,Belinda,,Port Phillip,-37.835,144.96252,Entire home/apt,300,2,204,2021-12-20,1.78,1,345,7,
448025,Straw and Earth room in Eco home,2225077,Paul,,Moreland,-37.73723,144.93402,Private room,57,1,26,2022-02-21,0.26,4,175,1,
449585,Need Luxury Homebase in Melbourne 1,2232579,Nola,,Boroondara,-37.80425,145.05153,Private room,100,1,29,2018-03-03,0.26,3,343,0,
453940,Corner room - Private & Lovely Balwyn Nth Home,2255480,Jessica,,Boroondara,-37.79331,145.07888,Private room,40,1,7,2022-01-06,0.25,7,14,5,
456950,St Kilda Bay Views,2271938,Harry,,Port Phillip,-37.85487,144.98223,Entire home/apt,1000,2,3,2016-02-15,0.03,1,360,0,
464528,BOUTIQUE STAYS – Zinc Views - 501,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.84318,144.94016,Entire home/apt,403,5,5,2021-05-15,0.06,62,353,1,
464612,Point Cook Homestay with Private Bathroom,2309055,KC And Serena,,Wyndham,-37.90042,144.72496,Private room,72,3,65,2022-02-03,0.55,1,364,2,
466494,BOUTIQUE STAYS - Victorian Vogue,760849,Boutique Stays Accommodation Group,,Yarra,-37.81788,145.00865,Entire home/apt,654,5,8,2021-06-18,0.10,62,363,1,
466732,BOUTIQUE STAYS - Lalique,760849,Boutique Stays Accommodation Group,,Port Phillip,-37.88759,144.98651,Entire home/apt,337,5,4,2021-01-08,0.10,62,363,0,
479281,BOUTIQUE STAYS - Brighton Rose,760849,Boutique Stays Accommodation Group,,Bayside,-37.90925,144.98976,Entire home/apt,368,5,5,2021-01-24,0.09,62,363,0,
479333,BOUTIQUE STAYS - Clifton Park,760849,Boutique Stays Accommodation Group,,Yarra,-37.78706,145.00282,Entire home/apt,443,5,16,2022-02-27,0.19,62,354,3,
479472,BOUTIQUE STAYS - Sandyside 2,760849,Boutique Stays Accommodation Group,,Bayside,-37.95301,145.01149,Entire home/apt,403,5,8,2021-07-02,0.09,62,363,2,
483719,Quiet Studio Next to Train Station,9082,Dennis,,Banyule,-37.74209,145.06541,Private room,60,2,27,2019-12-26,0.23,1,342,0,
488819,Brunswick St at your doorstep,1583912,Dave,,Yarra,-37.80345,144.97621,Entire home/apt,155,4,3,2015-11-15,0.03,1,0,0,
492022,BOUTIQUE STAYS – Sandy Haven A,760849,Boutique Stays Accommodation Group,,Bayside,-37.94771,145.00322,Entire home/apt,443,5,11,2022-01-01,0.25,62,308,5,
492071,BOUTIQUE STAYS - Sandy Haven C,760849,Boutique Stays Accommodation Group,,Bayside,-37.94771,145.00322,Entire home/apt,495,5,11,2021-02-12,0.13,62,363,0,
506491,"Relax! Private, Stylish Loft & Spa!",2496901,Maureen,,Whitehorse,-37.8433,145.13555,Private room,80,2,83,2022-01-19,0.72,1,339,11,
508586,Beautiful Ensuite - convenient & private room,2255480,Jessica,,Boroondara,-37.79374,145.08465,Private room,45,1,10,2021-01-08,0.27,7,319,0,
508590,"Sunlit, Cosy Room in Convenient Location",2255480,Jessica,,Boroondara,-37.79395,145.08321,Private room,40,1,8,2022-02-08,0.16,7,344,4,
508594,"Large room - Convenient, Private & Cosy location",2255480,Jessica,,Boroondara,-37.79378,145.08326,Private room,40,1,11,2022-02-04,0.25,7,326,4,
509326,home away from home,2509807,Rob,,Whittlesea,-37.68273,145.02837,Private room,114,1,0,,,1,365,0,
513766,Guest room in a big house,2531069,Sanjeev,,Casey,-38.06865,145.33427,Private room,70,1,0,,,1,365,0,
529347,Thackeray cottage,2601127,Alyce,,Port Phillip,-37.87686,144.97723,Entire home/apt,145,2,97,2022-02-20,1.16,3,164,3,
532347,B&B Guest House with Pool Room 1,2616259,Peter,,Glen Eira,-37.891911,145.076126,Private room,72,2,30,2022-02-12,0.27,3,363,1,
534083,///NEW YORK LIVING..IN ST KILDA STUDIO,2624960,Karen,,Port Phillip,-37.8571,144.98719,Entire home/apt,99,1,183,2021-07-08,1.62,4,14,5,
550716,"(9) City-edge 2bd apt, killer views",1612516,Haydn,,Melbourne,-37.81111,144.98176,Entire home/apt,400,7,0,,,5,0,0,
552797,Stylish Fitzroy Apartment with Cool Brick Arches,2716860,Jess And Kristy,,Yarra,-37.8047,144.97959,Entire home/apt,99,2,73,2020-03-16,0.95,1,0,0,
554087,"Fabulous house, fabulous ST KILDA",2707723,Marjolein,,Port Phillip,-37.85821,144.97428,Private room,200,2,25,2019-02-17,0.21,1,67,0,
557900,Look out over the CBD from a Boutique Flat,1700056,Rodger,,Melbourne,-37.81745,144.96457,Entire home/apt,204,3,182,2022-02-27,1.57,4,282,36,
567486,Spacious modern studio close to City and transport,2792235,Sara,,Boroondara,-37.83481,145.03514,Private room,85,7,13,2019-03-13,0.11,2,358,0,
567941,"Elegant Victorian, Spacious Room",2794092,Jocelyn,,Yarra,-37.80209,144.98813,Private room,75,1,53,2019-03-16,0.46,1,189,0,
571502,Simple but clean and secure room in Carlton!,2812963,Medley,,Melbourne,-37.80707,144.96678,Private room,80,3,15,2019-02-14,0.15,5,0,0,
592162,Right in the heart of the City!,2922619,Dean,,Melbourne,-37.81694,144.95263,Entire home/apt,160,6,53,2020-03-15,0.45,1,0,0,
603007,Spacious apartment near Botanic Gardens,2705870,Lindsay,,Melbourne,-37.83022,144.98682,Private room,59,1,21,2020-06-25,0.54,1,0,0,
607674,"",2558288,Alan,,Yarra Ranges,-37.88388,145.36184,Entire home/apt,246,2,13,2021-01-24,0.13,2,294,0,
621155,Picture Perfect Oasis Richmond,355966,Jas,,Yarra,-37.82101,144.99278,Entire home/apt,105,14,1,2013-09-16,0.01,3,0,0,
628156,"QS bed & PRIVATE bathroom, Gr8 WiFi, TV & Netflix",3119669,James,,Port Phillip,-37.84158,144.93794,Private room,85,3,120,2021-12-29,1.04,1,76,1,
628370,Close to Beach and City - Sleeps 4,2150180,Janine,,Port Phillip,-37.84168,144.94397,Entire home/apt,145,20,29,2021-12-03,0.25,2,194,4,
630189,Warehouse Apartment in heart of Richmond!,3132583,Alistair,,Yarra,-37.82051,144.99919,Entire home/apt,110,3,2,2019-09-15,0.06,1,243,0,
633258,Hip sun drenched Windsor apartment,440653,Rob,,Stonnington,-37.85437,144.99488,Entire home/apt,74,2,17,2018-06-28,0.15,1,0,0,
639260,Fitzroy pad with secure Parking,172878,Christopher,,Yarra,-37.80055,144.9765,Entire home/apt,202,1,125,2022-03-06,1.10,1,335,2,
641180,Cosy Inner City Studio Apartmnt. Spacious. Quiet.,3079228,Anthony,,Moreland,-37.77542,144.96894,Entire home/apt,96,3,330,2022-02-27,2.92,1,131,13,
653384,Need luxury homebase in Melbourne 2,2232579,Nola,,Boroondara,-37.80444,145.05374,Private room,100,1,13,2018-03-25,0.15,3,342,0,
653386,Need Luxury Homebase in Melbourne 3,2232579,Nola,,Boroondara,-37.80509,145.05224,Private room,100,1,10,2018-02-20,0.11,3,342,0,
657209,** Cute Studio on Chapel St**best location,721348,Living Like Locals,,Port Phillip,-37.86177,144.992,Entire home/apt,85,3,109,2021-02-15,0.97,1,68,0,
668738,Stylish Modern Apt_St Kilda Beach,3384635,Susan,,Port Phillip,-37.85947,144.98093,Entire home/apt,120,7,11,2015-09-09,0.10,1,159,0,
671981,Sofabed in Yarraville - nice sub,3395313,Tyler,,Maribyrnong,-37.81507,144.88895,Shared room,100,1,0,,,1,364,0,
690762,Room To Let Next to Chilsom Tafe,3529788,Thomas,,Greater Dandenong,-37.97413,145.21955,Private room,80,1,1,2014-03-01,0.01,1,0,0,
691144,B&B Guest House with Pool Room 3,2616259,Peter,,Glen Eira,-37.89149,145.07704,Private room,68,2,21,2021-03-14,0.18,3,348,1,
692656,B&B Guest House with Pool Room 4,2616259,Peter,,Glen Eira,-37.89297,145.07552,Private room,62,2,33,2022-01-08,0.33,3,161,2,
692694,Windsor Pad with Private Courtyard,3542892,Saskia,,Stonnington,-37.8568,145.00065,Entire home/apt,165,5,71,2022-03-05,0.62,1,28,6,
712261,Charming 1930s Flat East St Kilda,738640,Chelle,,Port Phillip,-37.86928,144.99792,Entire home/apt,95,5,22,2020-12-21,0.19,1,0,0,
739896,3 Level Apartment with Rooftop!,3871035,Phil,,Moreland,-37.77056,144.97274,Entire home/apt,300,2,3,2014-01-03,0.03,1,0,0,
754134,‘COOL’ Apartment Awesome Location Melbourne CBD,3570625,Kim,,Melbourne,-37.8167,144.96608,Entire home/apt,210,4,86,2022-01-04,0.77,2,170,1,
762695,Richmond CENTRAL LOFT STYLE 1BR+PARKING+WIFI+AC,50121,The A2C Team,,Yarra,-37.81552,145.00116,Entire home/apt,99,3,78,2020-03-07,0.80,10,0,0,
768096,Immaculate  and Spacious Apartment,3506639,David,,Melbourne,-37.83368,144.9843,Entire home/apt,135,20,86,2019-12-14,0.76,2,137,0,
780196,Snug Seaside Cottage Vic. Aust.,117431,Lorraine,,Hobsons Bay,-37.87135,144.81258,Private room,45,2,137,2022-02-20,1.98,2,341,16,
780441,Prized Parkside Modern City Studio::Suit Long Stay,3377890,Bernadette,,Melbourne,-37.8068,144.96943,Entire home/apt,95,28,67,2022-01-27,0.60,2,87,4,
784043,4 Bedroom Melbourne Urban Retreat,4133993,Kim,,Banyule,-37.73071,145.08995,Entire home/apt,500,5,1,2018-05-05,0.02,4,0,0,
785116,Beach Shack..minutes to the beach..,3579354,Kelly,,Kingston,-38.02886,145.10602,Private room,150,1,0,,,1,365,0,
792570,Spacious Double-Storey Apartment,690940,Gerard,,Yarra,-37.80886,144.98457,Entire home/apt,150,3,6,2017-01-19,0.05,1,0,0,
806245,Huge bright townhouse with terrace,2792025,Jo,,Maribyrnong,-37.80257,144.89593,Entire home/apt,145,2,280,2022-01-04,2.49,1,297,20,
817054,SouthYarra Designers Delight (2br),3721646,Jen & Alex,,Stonnington,-37.83649,144.99393,Entire home/apt,187,21,34,2017-10-28,0.30,46,282,0,
828906,Family Friendly Share Home,4344982,Dimitrios & Eva,,Stonnington,-37.87986,145.08067,Private room,60,21,0,,,2,365,0,
835730,Lovely pad in funky Brunswick,971810,Sarah & Mike,,Moreland,-37.75581,144.96868,Entire home/apt,123,4,209,2022-02-24,1.87,1,152,3,
844381,"Great pad for 1 or 2, amazing location by beach",4408022,Lyn And Kirk,,Port Phillip,-37.86645,144.982,Entire home/apt,110,5,4,2013-07-23,0.04,1,347,0,
847063,Cosy family 3 bedroom home in Alphington,2591026,Melissa,,Yarra,-37.783672,145.024658,Entire home/apt,400,6,10,2017-07-10,0.09,1,155,0,
848793,Farm Stay - Selby- Dandenong Ranges- Cabin 1,3160757,Yvette,,Yarra Ranges,-37.91239,145.38419,Entire home/apt,67,7,21,2022-01-01,0.30,3,59,9,
853643,The Gardener's Cottage,4257468,Carolyn,,Yarra,-37.82782,145.00536,Entire home/apt,286,10,53,2021-02-19,0.55,1,0,0,
865195,Self contained Garden View Studio,606393,Barbara,,Kingston,-37.99031,145.07744,Entire home/apt,80,4,79,2021-01-06,0.71,2,67,0,
867464,Seddon (Milkbar)Apartment Melbourne,4542615,Darren & Bruce,,Maribyrnong,-37.80584,144.8983,Entire home/apt,96,2,289,2022-03-06,2.65,2,105,28,
870859,Lovely Room,4590285,Yvonne,,Whitehorse,-37.84767,145.15171,Private room,55,1,1,2018-03-25,0.02,3,360,0,
870879,LOVELY ROOM,4590285,Yvonne,,Whitehorse,-37.84848,145.15334,Private room,64,1,1,2019-03-17,0.03,3,360,0,
875444,"*Perfectly Located Functional Apt, Steps Away from Albert Park*",4621990,Chris,,Port Phillip,-37.83673,144.96811,Entire home/apt,146,3,189,2022-02-28,1.71,2,55,17,
875913,Richmond CITY EDGE COMFY 1BR+WIFI+AC,50121,The A2C Team,,Yarra,-37.82123,144.99422,Entire home/apt,89,3,78,2020-03-15,0.72,10,0,0,
881242,Beautiful home - Melbourne,2262538,Emma,,Darebin,-37.77562,145.021,Entire home/apt,170,10,15,2021-08-31,0.15,1,98,1,
887320,Queen bed 10 Mins from Melb Airport,210716,Theresa,,Brimbank,-37.7199,144.85913,Private room,49,1,44,2021-05-28,0.42,2,336,2,
887782,Lovely room,4590285,Yvonne,,Whitehorse,-37.84842,145.1534,Private room,65,1,2,2017-04-07,0.03,3,360,0,
890726,St Kilda Beach Acland St Studio,2423998,Kristina,,Port Phillip,-37.86166,144.97457,Entire home/apt,105,3,230,2022-03-06,2.08,1,161,10,
892787,"(4) 1bd apt, 3 min walk from MCG",1612516,Haydn,,Melbourne,-37.8141,144.98554,Entire home/apt,90,5,51,2020-03-26,0.48,5,19,0,
895688,Comfortable home in quiet suburb,3418238,Carol,,Moonee Valley,-37.74165,144.89594,Private room,87,1,25,2019-03-23,0.23,1,365,0,
900838,New York style Loft in Melbourne,4812182,Jo,,Yarra,-37.82286,144.99065,Entire home/apt,232,803,142,2017-07-30,1.29,1,0,0,
905969,"Explore Fitzroy from Delightful, Light House",4848120,Katrina,,Yarra,-37.80535,144.97934,Entire home/apt,263,2,107,2022-02-27,1.07,4,274,17,
911079,Leigh's Place,4910818,Leigh,,Stonnington,-37.84777,144.9991,Private room,85,1,18,2019-11-14,0.19,1,86,0,
911167,Relaxing room on the Eastern side,4889343,Zoltan And Beata,,Knox,-37.93379,145.2414,Private room,55,1,116,2021-10-07,1.06,2,0,6,
920179,Caretaker's Cottage,4944974,Mr Brett,,Yarra Ranges,-37.85131,145.36311,Entire home/apt,219,2,34,2022-01-08,0.32,7,203,4,
921611,"Boutique Stylish Penthouse Apartment, Centre CBD Melbourne",3570625,Kim,,Melbourne,-37.81583,144.96628,Entire home/apt,249,30,137,2021-06-02,1.25,2,106,1,
926682,CBD Studio + Heated Rooftop Pool (I),4986236,John,,Melbourne,-37.81021,144.96405,Entire home/apt,73,14,191,2022-01-23,1.89,3,165,6,
930037,Villetta (Luxury Apartment) in heart of Carlton,5009174,Andrea,,Melbourne,-37.7952,144.96822,Entire home/apt,145,3,236,2021-01-10,2.16,1,312,0,
948081,A cocoon in the heart of St Kilda,5140385,Lisa,,Port Phillip,-37.86288,144.98356,Private room,75,2,63,2020-06-14,0.58,1,283,0,
952100,Central and Cosy Balcony Pad in Trendy Northcote,335130912,Ruth,,Darebin,-37.76682,144.99798,Entire home/apt,120,2,168,2022-02-20,1.54,19,152,18,
954106,Carr's Cottage Ringwood North,5181787,Judy,,Maroondah,-37.79804,145.22272,Entire home/apt,83,7,171,2022-01-02,1.66,1,272,8,
958631,Riverside Retreat #2 - Private bathroom + WiFi,5216487,Nic,,Yarra,-37.78453,145.01694,Private room,78,1,71,2021-12-11,0.79,1,349,2,
964548,Melb PenthouseApart.(2BR+WIFI+CARP),3721646,Jen & Alex,,Port Phillip,-37.83618,144.9738,Entire home/apt,187,21,81,2018-03-04,0.74,46,312,0,
964968,Lovely Room Awesome Location,4731740,Eugénie,,Stonnington,-37.84875,145.00185,Private room,80,2,46,2018-06-05,0.50,1,161,0,
978562,Best West of Melbourne WiFi & Spa 3,1533260,Ryan,,Brimbank,-37.78374,144.75728,Private room,50,1,137,2022-02-17,1.32,7,342,5,
982577,Stylish Studio Apartment in Toorak,3705064,Ardhene,,Stonnington,-37.84213,145.01142,Entire home/apt,70,7,44,2019-11-29,0.43,1,336,0,
984021,"(2) Stylish, East Melb 1bed apt",1612516,Haydn,,Melbourne,-37.8136,144.98676,Entire home/apt,105,6,35,2021-05-22,0.35,5,37,4,
985656,Amazing Malvern,1038237,Ian,,Glen Eira,-37.86699,145.02729,Private room,51,3,18,2020-03-08,0.18,2,99,0,
986403,beach boulevard city skyline,3004635,Dorothy,,Port Phillip,-37.85683,144.96707,Private room,88,2,131,2021-12-14,1.21,1,337,2,
988366,"Ravishing Richmond, Beautiful Bowen",5425629,Bella,,Yarra,-37.816,144.99428,Private room,70,4,200,2020-03-19,1.88,1,0,0,
990795,19th Century Terrace with Ensuites,5441565,IanJ,,Melbourne,-37.8017,144.96707,Private room,110,3,22,2020-02-24,0.21,1,345,0,
997517,Kanturk Country Retreat hideaway,5247469,Sally (And Gary),,Frankston,-38.18977,145.2091,Private room,1600,2,19,2022-01-08,0.19,3,352,1,
999305,"Stroll to Monash Uni, Clayton, Victoria. Melbourne",5492859,Henry,,Monash,-37.91952,145.13111,Private room,45,2,5,2018-09-17,0.05,6,112,0,
1002094,Heart of the CBD,1764883,Jacqui And David,,Melbourne,-37.81011,144.97036,Entire home/apt,173,4,108,2020-03-15,1.01,1,312,0,
