id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52992749,Awesome Albert Park Art Deco 2 Bedroom Apartment,2136236,Gary,,Port Phillip,-37.84018,144.95747,Entire home/apt,188,3,3,2022-01-23,1.22,14,328,3,
52993262,Carlton Treehouse Loft,15919031,Adelaide,,Melbourne,-37.80534,144.96561,Entire home/apt,149,1,10,2022-03-06,3.49,1,6,10,
52994405,Breathtaking Views Luxury Albert Park NewApartment,48013736,Proplink,,Port Phillip,-37.8414,144.97588,Entire home/apt,287,2,0,,,17,154,0,
52994698,"Elegant Townhouse, walk to MCG,Tennis Centre & CBD",16768014,Mary,,Melbourne,-37.81341,144.98894,Entire home/apt,626,3,1,2021-12-29,0.42,1,361,1,
52997827,Whole apartment & Home Office on Chapel St,8167115,Macarena,,Stonnington,-37.85138,144.99088,Entire home/apt,120,4,0,,,1,30,0,
52998993,Bed and Massage - close to Puffing Billy,223090618,Amy,,Cardinia,-37.9293,145.45182,Entire home/apt,121,2,13,2022-02-24,4.06,1,345,13,
53003416,Cooinda The Village-Rejuvenate Stays,4647935,Lisa,,Yarra,-37.78626,144.9818,Entire home/apt,293,1,7,2022-02-20,1.93,14,158,7,
53005532,"Large Studio Apt in Carlton! A/C, ENS, Prk & Bkyd!",90729398,Valeria,,Melbourne,-37.80042,144.96825,Entire home/apt,80,7,0,,,157,82,0,
53011342,61th Floor SkylineView Apartment w 3 Bedrooms,356845764,Kwang Joe,,Melbourne,-37.80707,144.96267,Entire home/apt,284,1,47,2022-03-07,10.76,14,111,47,
53011702,Comfy apartment near Docklands + WIFI,204163681,Young,,Melbourne,-37.81505,144.93694,Entire home/apt,129,2,5,2022-02-13,1.76,14,27,5,
53012736,Cozy and comfy 2 Bed apartment in central CBD,215750094,Tiffany,,Melbourne,-37.81468,144.96566,Entire home/apt,144,2,6,2022-02-21,1.55,14,81,6,
53013636,Absolutely stunning 4/5 bedroom heritage villa,333683021,James,,Boroondara,-37.79323,145.03355,Entire home/apt,650,7,1,2022-01-03,0.45,1,251,1,
53014020,Light-filled Period Home in the Perfect Location,939111,Leora,,Yarra Ranges,-37.65596,145.51874,Entire home/apt,500,2,10,2022-02-14,4.11,1,315,10,
53014047,Flinders House on Flinders Lane: Central CBD Stay,67533786,Tricia,,Melbourne,-37.81745,144.96694,Entire home/apt,131,1,3,2022-03-03,2.57,14,353,3,
53015109,"Walk to Moonee Valley 2br, Free wifi, wine",9885145,Ali,,Moonee Valley,-37.7604,144.92734,Entire home/apt,278,2,11,2022-02-25,2.52,4,61,11,
53015837,Silvan Acres- Mountain Bike haven,87163025,Linda,,Yarra Ranges,-37.81667,145.40581,Entire home/apt,186,1,30,2022-03-03,8.04,1,329,30,
53018049,Entire place guest house in Melbourne,287076976,Binh TT,,Brimbank,-37.7589,144.7905,Entire home/apt,75,1,8,2022-02-20,4.29,2,53,8,
53018452,Stylish Downtown Apt with Stunning View,310743533,Shum & Channy,,Melbourne,-37.8141,144.9512,Entire home/apt,130,1,7,2022-02-14,1.60,4,45,7,
53018482,Peaceful 2 bedroom unit in the heart of Edithvale,98138894,Bethany,,Kingston,-38.03069,145.11665,Entire home/apt,115,14,0,,,1,133,0,
53018544,【Amazing location】1-BEDROOM APARTMENT IN FREE TRAM ZONE,408511099,Qi,,Melbourne,-37.81414,144.93933,Entire home/apt,106,2,7,2022-01-04,1.60,1,165,7,
53018628,Lakeside Home 3BD/ FREE WIFI/PARKING,22155576,Carmen,,Darebin,-37.71218,144.98932,Entire home/apt,195,4,3,2022-01-15,1.14,3,67,3,
53019515,Highrise CBD Cityview 2bedrooms+parking by request,231393835,Renlei,,Melbourne,-37.810116,144.958725,Entire home/apt,168,1,10,2022-03-05,3.41,9,166,10,
53019612,Ensuite Deluxe Sauna/Gym/Park 15m to CBD,31384839,Jason,,Stonnington,-37.8499,145.03954,Private room,102,3,0,,,2,8,0,
53020134,Downtown Comfy Residence with Stunning View,310743533,Shum & Channy,,Melbourne,-37.81481,144.95301,Entire home/apt,142,2,8,2022-01-22,1.97,4,57,8,
53032129,Beach side apartment with balcony (+ kid's room),27979766,Hannah,,Bayside,-37.90967,144.98634,Entire home/apt,229,3,3,2022-01-13,1.10,1,132,3,
53033781,Parkside Cottage,349547292,Richard,,Yarra Ranges,-37.655804,145.523285,Entire home/apt,385,2,6,2022-02-14,1.64,2,341,6,
53035355,Lovely apartment on acreage with magnificent views,418538369,Angelika,,Nillumbik,-37.61792,145.25072,Entire home/apt,144,2,17,2022-02-22,4.11,1,325,17,
53035959,Bluebells Cottage w Outdoor Spa and wood fireplace,429341110,Kerrie & Shannon,,Cardinia,-37.95396,145.55079,Entire home/apt,269,1,6,2022-02-26,2.20,3,344,6,
53036548,The Harem w spa bath and wood fireplace,429341110,Kerrie & Shannon,,Cardinia,-37.95422,145.55246,Entire home/apt,269,1,9,2022-02-15,3.80,3,349,9,
53036746,Centrally located unit with pool and tennis court,35675114,Michaela,,Port Phillip,-37.86244,144.99792,Entire home/apt,200,2,4,2022-01-20,1.41,1,72,4,
53036814,"Kookaburra Cottage, Gembrook",429341110,Kerrie & Shannon,,Cardinia,-37.95219,145.55299,Entire home/apt,185,1,8,2022-01-29,3.24,3,351,8,
53044360,Chic & Cozy Apt in ST KILDA ! 2 Bed & 2 Bath!,90729398,Valeria,,Port Phillip,-37.86532,144.98343,Entire home/apt,135,7,4,2022-01-31,1.46,157,60,4,
53050980,"Vibrant, Leafy North Melbourne Apartment",30932561,Q Squared,,Melbourne,-37.80327,144.95562,Entire home/apt,130,7,4,2022-02-13,1.54,5,347,4,
53051037,2 Bedroom Apartment in Prime South Yarra Location,17227798,Anna,,Melbourne,-37.83695,144.98493,Entire home/apt,304,3,0,,,1,53,0,
53054511,⭐️Well-designed Cosy Entire Unit⭐️ (carpark extra $),394805238,Vincent,,Melbourne,-37.81478,144.95381,Entire home/apt,154,1,28,2022-02-21,7.18,2,332,28,
53054656,Caravan retreat in nature - Van in the Valley,105089773,Tim,,Yarra Ranges,-37.90989,145.38731,Entire home/apt,150,2,3,2022-02-19,2.31,1,107,3,
53054724,"Relaxation, Location & Lake/City/Park Views NEWapt",48013736,Proplink,,Port Phillip,-37.83949,144.97586,Entire home/apt,263,2,8,2022-01-28,2.03,17,93,8,
53055181,"Prime Albert Park Location, Amazing Views New Home",48013736,Proplink,,Port Phillip,-37.84137,144.97592,Entire home/apt,268,2,11,2022-02-12,2.58,17,91,11,
53056138,"Highest luxury Suits in CBD/City,Harbour,sea view",305027237,Jiehong,,Melbourne,-37.80889,144.9618,Entire home/apt,202,1,18,2022-02-20,4.91,6,69,18,
53056913,Stylish 2 bedroom apartment,47811215,Bee,,Hobsons Bay,-37.86243,144.90578,Entire home/apt,186,2,7,2022-02-05,2.96,1,33,7,
53058415,St Kilda 1BR Apt with perfect view*wifi,284364084,LaMaison,,Melbourne,-37.84955,144.98216,Entire home/apt,117,1,10,2022-01-30,2.36,15,59,10,
53060717,"Cozy Room nxt to Southern Cross! A/C, Desk, TV!!!",90729398,Valeria,,Melbourne,-37.81259,144.9539,Private room,44,7,0,,,157,69,0,
53063768,"Quiet, luxury 3-bedroom house, central Healesville",337369023,Richard,,Yarra Ranges,-37.66233,145.50759,Entire home/apt,308,1,17,2022-03-06,4.64,1,84,17,
53069393,Matilda's Cottage at Condor's Nest,429595682,Natalia,,Cardinia,-37.98825,145.53446,Entire home/apt,115,1,8,2022-03-06,3.64,1,67,8,
53070799,Affordable laneway luxury in the heart of the city,3555478,Michael,,Melbourne,-37.81439,144.96665,Entire home/apt,259,2,9,2022-03-06,4.35,1,79,9,
53071306,Townhouse - all yours - Kensington,3885225,Sherif,,Melbourne,-37.79357,144.92055,Entire home/apt,393,1,14,2022-02-26,3.39,4,82,14,
53071626,Bayside unit close to the Beach & Bay Street!,72454485,Sakshee,,Port Phillip,-37.84244,144.9407,Entire home/apt,174,2,4,2022-02-08,1.90,1,60,4,
53071714,Private Bedroom In Brunswick West,104938903,Garry,,Moreland,-37.76423,144.94749,Private room,74,1,1,2021-12-09,0.33,2,365,1,
53072256,Burwood  very close to Deakin cozy room （E）,427510558,Xiao,,Whitehorse,-37.8536,145.11414,Private room,70,2,4,2021-12-30,1.17,6,292,4,
53072353,Burwood  very close to Deakin cozy room （D）,427510558,Xiao,,Whitehorse,-37.85396,145.11315,Private room,75,2,1,2021-12-01,0.30,6,251,1,
53080678,Superb Views Overlooking Albert Park 1BR Apartment,11135339,Ross,,Port Phillip,-37.847691,144.979401,Entire home/apt,150,3,8,2022-02-20,2.02,3,66,8,
53080936,Elwood Elegance Heart of Bayside Living,18032043,Alicia,,Port Phillip,-37.88434,144.98109,Entire home/apt,290,7,0,,,1,281,0,
53081098,Las Villes House - King Bed/BIG & Cosy Residence,4003668,Beau,,Yarra Ranges,-37.66133,145.51475,Entire home/apt,211,2,4,2022-03-03,1.05,2,8,4,
53081957,Tarneit Treat Family,375671107,Shaikh,,Wyndham,-37.8198,144.6587,Private room,90,1,0,,,3,175,0,
53083316,Modern Stylish Apartment Near CBD w/ Parking,429725018,Ben,,Melbourne,-37.8041,144.95401,Entire home/apt,105,2,4,2022-03-05,2.55,1,137,4,
53085138,Beach House on the Bay,19658759,Gaby,,Port Phillip,-37.87943,144.97727,Entire home/apt,1000,7,0,,,1,365,0,
53085413,Clean and homey each room for rent,360338907,Lucky,,Wyndham,-37.86974,144.59109,Private room,103,1,0,,,1,312,0,
53085537,Panaromic 360 degree MELB CBD  SKYLINEVIEW,356845764,Kwang Joe,,Melbourne,-37.80688,144.96255,Entire home/apt,224,1,35,2022-03-06,8.33,14,184,35,
53085793,CBD Top floor 2 bedroom apartment,9198367,Nest-Apartments,,Melbourne,-37.81243,144.96705,Entire home/apt,239,1,5,2021-12-05,1.47,16,41,5,
52766233,Highrise 360 SKYLINE VIEW facing  PORT MELB,356845764,Kwang Joe,,Melbourne,-37.8066,144.96083,Entire home/apt,207,1,29,2022-02-28,5.92,14,44,29,
52778945,4bedroom Bungalow Brighton walk Martin St/Bay St,3721646,Jen & Alex,,Bayside,-37.9001,145.0052,Entire home/apt,595,21,4,2022-01-11,1.30,46,312,4,
52778948,Stunning 2 BDR Apt w/ Picturesque City Views,161697557,Sebastian,,Melbourne,-37.81194,144.95756,Entire home/apt,450,180,0,,,92,357,0,
52779089,Amazing Single BDR Apt w/ Spectacular City Views,161697557,Sebastian,,Melbourne,-37.81242,144.95593,Entire home/apt,360,180,0,,,92,335,0,
52779230,Cozy Single BDR Apt w/ Spectacular City Views,161697557,Sebastian,,Melbourne,-37.80989,144.9577,Entire home/apt,280,180,0,,,92,356,0,
52779365,Fantastic Studio w/ Spectacular City Views,161697557,Sebastian,,Melbourne,-37.81208,144.95715,Entire home/apt,360,180,0,,,92,335,0,
52782452,Bright bayside 1-bedroom apartment,378163880,Arija,,Bayside,-37.95323,145.00667,Entire home/apt,150,3,12,2022-03-18,2.16,1,0,12,
52784283,Pleasant Room 房间 Near Monash Uni / Train / Free WiFi #1,256924181,D,,Monash,-37.91589,145.12195,Private room,48,1,3,2021-11-07,0.64,10,356,3,
52785226,Pleasant Room 房间 Near Monash Uni / Train / Free WiFi #2,256924181,D,,Monash,-37.91537,145.12068,Private room,39,1,6,2022-01-29,1.88,10,335,6,
52798845,Fabien - Epic Location - Pool Gym WIFI,1739996,Paul & Dan,,Melbourne,-37.81428,144.95438,Entire home/apt,187,2,15,2022-02-19,3.52,70,148,15,
52801066,modern luxury studio apartments,427468185,Michael,,Maribyrnong,-37.80059,144.89339,Private room,82,1,11,2022-03-08,2.32,3,353,11,
52810412,Burwood  very close to Deakin cozy room （A）,427510558,Xiao,,Whitehorse,-37.85503,145.11297,Private room,100,2,0,,,6,251,0,
52812069,Long term luxury in Malvern,21548105,Rebecca,,Stonnington,-37.85078,145.03511,Entire home/apt,310,3,4,2022-01-10,1.33,2,117,4,
52812177,Wellington Getaway Melbourne,380994540,Karen,,Melbourne,-37.81625,144.9789,Entire home/apt,167,1,5,2022-02-08,2.24,1,5,5,
52815252,Cheerful Home Away From Home with spacious yard,20053328,Antarcia,,Moonee Valley,-37.74866,144.91334,Entire home/apt,212,28,7,2022-03-03,1.53,2,106,7,
52816117,"Weekend Getaway, Dandenong Ranges, 2 bedrooms 4pp",12301602,Troy,,Knox,-37.86268,145.32026,Entire home/apt,237,2,2,2021-12-23,0.52,4,157,2,
52816283,"Weekend Get Away, Dandenong Ranges, 1 Bedroom 2pp",12301602,Troy,,Knox,-37.86266,145.31987,Entire home/apt,197,2,6,2022-02-24,1.46,4,157,6,
52826319,"St Kilda studio, brand new, close to everything",11212963,Brett,,Port Phillip,-37.85998,144.98359,Entire home/apt,75,2,10,2022-02-25,2.88,1,146,10,
52826321,"Family home | Close to the zoo, hospitals and city",109153346,Rhiannon,,Moonee Valley,-37.77888,144.93366,Entire home/apt,600,2,3,2022-02-27,0.95,1,44,3,
52830479,Private Single Room in a 3 Bedroom Shared House,202777252,Abs,,Greater Dandenong,-37.95405,145.14573,Private room,35,7,6,2022-02-13,1.41,1,52,6,
52833071,Burwood  very close to Deakin cozy room （F）,427510558,Xiao,,Whitehorse,-37.85392,145.11293,Private room,70,2,6,2022-01-02,1.42,6,220,6,
52833188,Stunning Veiw 2 Bedroom APT/Wifi@City Melb.Central,10248444,RecR,,Melbourne,-37.82173,144.95577,Entire home/apt,155,2,0,,,14,251,0,
52834808,"Family Friendly Apt Trams,Cafes Wifi &Wine",9885145,Ali,,Moonee Valley,-37.76078,144.92749,Entire home/apt,196,2,7,2022-02-26,1.56,4,79,7,
52838353,Beautiful View 2 BR Apartment @ Melb. City Central,109333133,Pat,,Melbourne,-37.82013,144.95536,Entire home/apt,138,2,0,,,13,8,0,
52843732,Holiday by the beach + dog sitting,4083865,Marie Claude,,Kingston,-37.9686,145.05986,Entire home/apt,45,46,0,,,1,110,0,
52845221,Comfortable 3 bedroom home in the heart of town,108712937,Nikki,,Yarra Ranges,-37.65559,145.51312,Entire home/apt,339,2,10,2022-02-26,3.80,1,334,10,
52845237,Vista Apartment 2,18603335,Tonia,,Yarra Ranges,-37.81207,145.63678,Entire home/apt,235,1,7,2022-02-13,1.52,3,325,7,
52849982,Celebrity Residence 4BR3.5B Lux Sauna/Bath 15m CBD,31384839,Jason,,Stonnington,-37.85158,145.03782,Entire home/apt,699,7,3,2022-01-22,0.99,2,43,3,
52852233,Spacious and cozy 3 bedroom home,36677686,Simon,,Kingston,-37.97886,145.07144,Entire home/apt,181,2,9,2022-01-31,3.60,1,326,9,
52857126,Heart of Melb. City Cozy 2 BR Apartment / WIFI,109333133,Pat,,Melbourne,-37.80917,144.96166,Entire home/apt,138,2,1,2022-01-15,0.56,13,337,1,
52857309,Comfy 2 Bedroom APT /WIFI @ Melb. City Central,109333133,Pat,,Melbourne,-37.80994,144.96284,Entire home/apt,135,2,1,2022-01-30,0.77,13,255,1,
52858173,spacious 3 bedroom apartment located Flemington,400411534,Daniel,,Melbourne,-37.78954,144.92232,Entire home/apt,450,25,0,,,1,365,0,
52863189,Private bedroom in townhouse - Clayton Sth,51622775,Bolan,,Kingston,-37.93284,145.12974,Private room,48,1,28,2022-02-22,6.00,3,341,28,
52865363,Modern Luxe Retreat in Melb CBD - Parking+Netflix,104431444,James,,Melbourne,-37.81722,144.95444,Entire home/apt,207,2,9,2022-01-29,2.41,28,14,9,
52865520,Alpine Views in Warburton,88051903,Yarra Valley Rentals,,Yarra Ranges,-37.75838,145.68241,Entire home/apt,400,2,13,2022-02-26,3.15,13,148,13,
52867451,A Modern Apt Next to Southen Cross Station with City Views,343442154,Advante Homes,,Melbourne,-37.814953,144.9534,Entire home/apt,140,1,7,2022-01-13,1.79,86,356,7,
52881776,"Lovely 3 bedroom townhouse, close to beach ☀️",54937622,Cynthia,,Kingston,-38.03784,145.1112,Entire home/apt,400,4,2,2022-01-09,0.90,1,5,2,
52886586,Luxury New Apartment Albert Park/Lake/City Views,48013736,Proplink,,Port Phillip,-37.83995,144.97446,Entire home/apt,294,2,17,2022-03-01,4.08,17,87,17,
52890789,Homely Getaways in Clayton,51784844,Dilin,,Kingston,-37.9497,145.1345,Entire home/apt,157,2,2,2021-12-28,0.47,4,22,2,
52904387,161 CBD Collins St spacous Apartment 2bed2bth,244693455,Cozy,,Melbourne,-37.81541,144.96502,Entire home/apt,103,1,2,2022-01-08,0.88,12,317,2,
52906337,The Little Blue House in Mount Waverley,112207904,Eugene,,Monash,-37.85839,145.12744,Entire home/apt,55,1,4,2022-02-01,1.56,1,156,4,
52906855,Bertha's Cottage. Adorable 1 b/r miners cottage.,117081326,Aneeta,,Manningham,-37.741089,145.230469,Entire home/apt,165,2,3,2022-03-05,1.45,1,352,3,
52907380,Large Bedroom Available For Short To LongTerm Rent,352099084,David,,Maribyrnong,-37.80681,144.88713,Private room,30,14,0,,,1,73,0,
52908571,"Heart of Melbourne, All withinwalking distance",86451438,Jong Sik,,Melbourne,-37.81386,144.9681,Entire home/apt,130,2,6,2022-02-20,1.25,1,0,6,
52911782,Renovated 4 bedroom plus study home in Beaumaris,86975621,Dee,,Bayside,-37.97656,145.04779,Entire home/apt,175,21,1,2022-01-14,0.55,1,67,1,
52919762,Luxury private self contained 1 bed in Emerald,73132564,Yvette,,Cardinia,-37.91811,145.43967,Entire home/apt,177,2,6,2022-02-06,1.91,1,138,6,
52923425,STK ELWOOD 2BEDR+LargeCourtyard-Beach/Acland Vil,3721646,Jen & Alex,,Port Phillip,-37.87251,144.98178,Entire home/apt,299,21,0,,,46,346,0,
52924559,"Walk to Moonee Valley, Free wifi, parking & wine!",9885145,Ali,,Moonee Valley,-37.75942,144.92542,Entire home/apt,247,2,11,2022-02-24,2.60,4,78,11,
52925829,Balwyn地区独立house单间套房带卫生间,150427540,Felix,,Boroondara,-37.80536,145.09582,Private room,95,1,0,,,2,90,0,
52927782,Elsternwick Oasis,4125269,Will,,Glen Eira,-37.88113216923266,144.99831066646811,Entire home/apt,329,1,3,2022-02-25,3,1,353,3,
52927956,"Full length balcony, 1-bedroom, prime position",28944255,Amanda,,Yarra,-37.81804,145.00733,Entire home/apt,150,3,1,2021-12-12,0.34,1,16,1,
52952833,*NEW* 360 degree Sea Views on St Kilda Beachfront,389742654,Lau,,Port Phillip,-37.86707,144.97645,Entire home/apt,450,2,11,2022-01-29,3.47,2,223,11,
52952836,Luxury 1 bedroom home in the heart of Melbs CBD,259260447,Yu,,Melbourne,-37.82106,144.95711,Entire home/apt,131,3,1,2022-02-18,1,1,359,1,
52953542,Stylish Home with breathtaking views,7715821,Melanie,,Yarra Ranges,-37.75555,145.66756,Entire home/apt,421,3,4,2022-01-23,1.64,2,146,4,
52958489,Tree top retreat in the heart of Elwood,4661583,Simon,,Port Phillip,-37.87921,144.98728,Entire home/apt,115,7,2,2022-01-28,0.67,1,0,2,
52959049,Stylish Bay Side Pad,6929737,Lisa,,Port Phillip,-37.88353,144.98454,Entire home/apt,100,30,0,,,2,251,0,
52959980,Westend House Healesville -BIG House Close To Town,4003668,Beau,,Yarra Ranges,-37.66177,145.51469,Entire home/apt,636,2,17,2022-03-05,4.15,2,130,17,
52960425,CBD Skyhigh 2BR Apt with Harbour Views,428760887,Emma,,Melbourne,-37.81502,144.95395,Entire home/apt,143,1,4,2022-02-12,2.55,5,42,4,
52960795,"Bright, Modern Retreat Townhouse in Doncaster",244502930,Annika & Amon,,Manningham,-37.78495,145.13545,Entire home/apt,316,2,1,2022-01-28,0.73,27,194,1,
52968613,Modern Apartment In Fitzroy For Rest And Work,189844977,Angela,,Yarra,-37.80141,144.97976,Entire home/apt,221,2,11,2022-02-12,2.68,5,65,11,
52969299,"Central Location, Park Views, Luxury Holiday Home",48013736,Proplink,,Port Phillip,-37.84093,144.97635,Entire home/apt,219,2,10,2022-01-22,2.80,17,98,10,
52969488,Modern Apartment In Flawless Fitzroy+Carpark,189844977,Angela,,Yarra,-37.79968,144.97933,Entire home/apt,178,2,9,2022-02-08,2.35,5,39,9,
52969637,Cosy and Comfortable,22630928,Next Level Shortstays: Andrew,,Melbourne,-37.80918,144.96036,Entire home/apt,138,7,4,2022-01-22,1.13,31,126,4,
52971195,Hygge Hus in the heart of Warburton,26554795,Amaya Elizabeth,,Yarra Ranges,-37.75546,145.68374,Entire home/apt,243,2,11,2022-02-27,3.00,1,58,11,
52971944,Absolute luxury minutes to Elwood Village & beach,80565970,Michelle,,Port Phillip,-37.89047,144.9895,Entire home/apt,1514,4,3,2022-01-10,1.15,1,263,3,
53193498,Family friendly 4br in the heart of Elwood,34509339,Daniel,,Port Phillip,-37.88154,144.99101,Entire home/apt,530,2,2,2022-02-15,0.87,1,11,2,
53194034,A stone throw away from the famous Chapel street.,65032453,Sopheak,,Stonnington,-37.84861,144.99018,Entire home/apt,130,2,24,2022-03-06,6.73,1,349,24,
53203710,Lovely 2 bedroom  apartment/garden Frankston South,428745175,Miho,,Frankston,-38.16627,145.13606,Entire home/apt,158,28,3,2022-02-27,1.14,1,171,3,
53205941,"Charming, spacious and next to the strand",238328144,Jian,,Hobsons Bay,-37.85725,144.90058,Entire home/apt,250,2,7,2022-01-13,2.04,4,140,7,
53206297,Fully serviced apartment in the heart of Melbourne,57358742,Margaret,,Melbourne,-37.81504,144.95838,Entire home/apt,221,2,0,,,2,0,0,
53217456,One bedroom apartment in kew,79169690,Nicky,,Boroondara,-37.80094,145.03861,Entire home/apt,250,2,0,,,1,83,0,
53217863,Stay your holiday in a cheerful  family house,48017860,Omid,,Knox,-37.91686,145.26961,Private room,90,2,0,,,1,157,0,
53219561,Beautifully appointed Docklands 1BR w Carpark,140421118,Danny,,Melbourne,-37.8127,144.94225,Entire home/apt,250,3,0,,,14,83,0,
53219646,Amazing 2BR Apt in Heart of Docklands,140421118,Danny,,Melbourne,-37.81406,144.94352,Entire home/apt,338,2,0,,,14,83,0,
53220929,Spacious and bright residence in South Yarra,16620367,Clémentine,,Stonnington,-37.84387,144.98864,Entire home/apt,1300,20,1,2022-01-19,0.60,1,139,1,
53220963,Family Retreat on Secluded Park,3146293,Clare,,Moreland,-37.77172,144.97497,Entire home/apt,280,2,3,2022-01-22,1.01,1,0,3,
53223132,female only ..beautiful views...nice quiet house,376554936,Angelo,,Manningham,-37.79171,145.13276,Private room,90,3,0,,,2,89,0,
53223242,Lily's Peaceful Melbourne Retreat,1969798,Mauricio,,Moonee Valley,-37.76711,144.92816,Entire home/apt,130,3,1,2021-12-27,0.41,1,6,1,
53224729,"Unforgettable Albert Park/City Views, Top Location",48013736,Proplink,,Port Phillip,-37.8399,144.97669,Entire home/apt,261,2,11,2022-02-20,2.87,17,104,11,
53226500,Lovely studio apartment in the heart of Melbourne,293282754,Nauman,,Melbourne,-37.80494,144.96265,Entire home/apt,95,2,5,2022-03-01,2.08,1,342,5,
53229455,"Spacious, Modern Apartment in heart of Melbourne",279001183,MadeComfy,,Melbourne,-37.81621,144.95534,Entire home/apt,283,1,2,2022-02-20,2,136,331,2,
53239239,LEO - Sleek & sophisticated apartment *Parking GYM,1739996,Paul & Dan,,Port Phillip,-37.84164,144.97737,Entire home/apt,186,2,7,2022-02-18,1.78,70,155,7,
53240929,"SCAPE FRANKLIN,  BRAND NEW STUDIO, SKY VIEWS",380617588,Rebecca,,Melbourne,-37.80911,144.95991,Entire home/apt,260,2,16,2022-03-05,4.07,3,361,16,
53244521,Lovely 2 bedroom loft in Melbourne CBD,431065811,Nawfal,,Melbourne,-37.80745,144.96089,Private room,109,1,0,,,1,344,0,
53433962,Stylish townhouse - vibrant location w big terrace,22563796,Byron,,Yarra,-37.8152,145.00045,Entire home/apt,675,2,0,,,1,0,0,
53285014,"3 bedroom house, walk to main street.",403314770,Rachel And Mark,,Yarra Ranges,-37.64866,145.52334,Entire home/apt,387,2,13,2022-03-05,4.38,1,347,13,
53285105,Cozy Home 3B2B apartment @ Melbourne CITY view,351604033,Tracy,,Melbourne,-37.81616,144.95277,Entire home/apt,564,1,1,2022-01-02,0.45,5,73,1,
53285172,Luxurious boutique style hotel apartment,58146488,Mariana,,Melbourne,-37.81754,144.9621,Entire home/apt,109,2,1,2022-02-19,1,3,328,1,
53287129,"Elegant house-bluechip location. Beach, lake, cafe",102575937,Caroline,,Port Phillip,-37.84691,144.95865,Entire home/apt,364,5,0,,,2,6,0,
53289704,Burwood  very close to Deakin cozy room （B）,427510558,Xiao,,Whitehorse,-37.85501,145.11457,Private room,80,1,6,2022-01-16,1.67,6,159,6,
53289751,Burwood  very close to Deakin cozy room （C）,427510558,Xiao,,Whitehorse,-37.85485,145.1131,Private room,80,2,2,2021-12-20,0.55,6,220,2,
53297735,Sky Haven Luxury 2bedroom suits /Melbourne central,305027237,Jiehong,,Melbourne,-37.80975,144.96214,Entire home/apt,185,1,7,2022-02-13,1.98,6,78,7,
53298236,"Lovely 1 bed, 51st floor, incredible location!",431497926,Chéree,,Melbourne,-37.82361,144.96284,Entire home/apt,150,3,3,2022-02-05,1.01,1,131,3,
53299680,Central Elwood 2 bedroom basic retreat on Canal,26975829,Glenn,,Port Phillip,-37.879124,144.983719,Entire home/apt,159,2,0,,,1,9,0,
53300514,4 Bedroom Family home in leafy suburb,40395193,Simone,,Stonnington,-37.85769,145.01455,Entire home/apt,2400,7,1,2022-01-01,0.44,1,365,1,
53303749,Home in Surrey Hills,22128825,Chau,,Boroondara,-37.8192,145.08611,Entire home/apt,200,90,0,,,1,319,0,
53311655,"Stylish Apartment with City Views, Great Amenities",279001183,MadeComfy,,Melbourne,-37.82737904757415,144.95913878775698,Entire home/apt,246,1,2,2022-03-05,0.63,136,346,2,
53314798,Brunswick East Nest-3 bed stay near parks & cafes,2832830,Vanessa,,Moreland,-37.76132,144.97593,Entire home/apt,300,2,5,2022-03-01,3.26,1,147,5,
53315162,A Cousy Spacious quiet Apartment in a Central Spot,20445728,Liron Ben,,Glen Eira,-37.86295,145.01669,Entire home/apt,172,3,0,,,1,0,0,
53318128,Quiet Townhouse in St Kilda East,5003444,Nicholas,,Port Phillip,-37.86373,145.00495,Private room,450,3,1,2022-01-02,0.45,1,93,1,
53318174,Heart of St Kilda with expansive Beach Views,288628717,Sha (Shaalini),,Port Phillip,-37.86988,144.97733,Entire home/apt,120,1,0,,,1,6,0,
53319365,Weringerong - peace in the heart of Olinda Village,154006149,Mariela And Craig,,Yarra Ranges,-37.85509,145.36686,Entire home/apt,320,2,0,,,1,312,0,
53320191,Luxe city Appartment,221323469,John,,Port Phillip,-37.85163,144.9805,Entire home/apt,195,2,0,,,2,77,0,
53327413,Adorable 2-bedroom unit close to beach,117996682,Xiaoli (Lily),,Bayside,-37.90939,144.99102,Entire home/apt,134,2,10,2022-02-20,2.75,2,158,10,
53327468,Garden oasis in Melbourne CBD with stunning views,16071202,Dean,,Melbourne,-37.82625,144.95564,Entire home/apt,201,2,0,,,1,221,0,
53329158,Quiet comfortable room in artistic 3 bedroom home,37942347,Keiran,,Stonnington,-37.85218,144.99543,Private room,83,1,1,2021-11-28,0.24,1,0,1,
53330740,Comfy bedroom with dedicated bathroom in Southbank,88012774,Samir,,Melbourne,-37.82423,144.96447,Private room,60,5,1,2022-01-30,0.77,1,110,1,
53330996,Studio apartment in Fitzroy,19829863,Dalya,,Yarra,-37.80563,144.9797,Entire home/apt,190,2,8,2022-02-24,3.33,1,137,8,
53334619,City Views 202 in St Kilda ⭐⭐⭐⭐⭐,133494514,Levi,,Port Phillip,-37.86418,144.98809,Entire home/apt,152,2,17,2022-02-27,4.64,7,343,17,
53340997,Studio Garden Apartment,66871106,Jennie,,Bayside,-37.94947,145.01547,Entire home/apt,317,3,3,2022-01-19,0.93,1,358,3,
